Month,Day,Year,beef_commercial,veal_commercial,pork_commercial,lamb_commercial,total_red_commercial,beef_federal,veal_federal,pork_federal,lamb_federal,total_red_federal,broilers_federal,chicken_federal,turkey_federal,total_poultry_federal,total_meat_federal
6,1,1989,2022,29,1266,26,3342,1979,27,1235,25,3266,1514.5,NULL,388.6,1958.8,5224.8
5,1,1989,1999,29,1341,28,3396.9,1954,28,1308,28,3317,1538.5,NULL,356.9,1951.4,5268.4
4,1,1989,1756,27,1322,26,3131,1717,26,1292,25,3059,1335.8,NULL,268.8,1655.3,4714.3
3,1,1989,1887,31,1373,34,3324.9,1844,30,1342,33,3248,1473.4,NULL,301.3,1830.2,5078.2
2,1,1989,1744,28,1205,27,3004.3,1705,27,1175,26,2933,1270.1,NULL,248.1,1569.5,4502.5
1,1,1989,1899,32,1307,27,3265.3,1852,30,1274,27,3183,1386,NULL,254.1,1695.8,4878.8
12,1,1988,1872,32,1425,29,3358,1822,30,1385,28,3266,1328.4,NULL,272.8,1655.9,4921.9
11,1,1988,1876,33,1463,27,3398.5,1818,30,1425,26,3300,1307.1,NULL,371.7,1727.7,5027.7
10,1,1988,2007,34,1443,28,3511.1,1954,31,1409,27,3421,1379.1,NULL,395.7,1826.1,5247.1
9,1,1988,2041,33,1360,28,3462.2,1993,31,1330,27,3382,1378.7,NULL,365.8,1793.1,5175.1
8,1,1988,2162,35,1282,28,3506.8,2111,33,1251,27,3422,1421.9,NULL,377.3,1847.4,5269.4
7,1,1988,1982,31,1133,24,3171.1,1934,29,1105,23,3093,1234.1,NULL,322.4,1600.2,4693.2
6,1,1988,2025,34,1233,27,3318,1976,32,1203,26,3237,1398,NULL,373.2,1831.4,5068.4
5,1,1988,1918,30,1231,27,3206.3,1874,28,1203,26,3131,1367.3,NULL,331.3,1759.4,4890.4
4,1,1988,1841,28,1263,26,3157.9,1798,26,1236,25,3086,1313.5,NULL,276.6,1647.7,4733.7
3,1,1988,1925,33,1362,35,3355.8,1878,31,1332,35,3275,1400.4,NULL,314,1778.9,5053.9
2,1,1988,1829,32,1184,26,3071.5,1784,30,1156,26,2997,1289.7,NULL,266.9,1618.4,4615.4
1,1,1988,1946,32,1244,24,3245.4,1895,29,1214,23,3162,1306.1,NULL,255.7,1618.8,4780.8
12,1,1987,1924,36,1390,28,3378.4,1865,34,1352,27,3277,1336.8,NULL,297,1693.7,4970.7
11,1,1987,1828,32,1312,25,3197,1766,29,1278,25,3098,1177.1,NULL,373.5,1597.6,4695.6
10,1,1987,2098,36,1359,28,3521.2,2038,33,1329,27,3428,1383.6,NULL,411.4,1850.2,5278.2
9,1,1987,2040,35,1227,28,3331,1988,32,1199,28,3248,1371.2,NULL,383.9,1807.3,5055.3
8,1,1987,2007,30,1075,24,3135.2,1959,27,1048,23,3058,1257,NULL,357.4,1662.4,4720.4
7,1,1987,2017,34,1082,25,3158.3,1966,31,1055,24,3077,1337.9,NULL,358.8,1751.8,4828.8
6,1,1987,1958,35,1086,24,3102.8,1908,32,1058,23,3021,1371.5,NULL,335.8,1772.3,4793.3
5,1,1987,1851,32,1071,22,2975.3,1800,29,1044,21,2895,1261,NULL,274.1,1590.3,4485.3
4,1,1987,1928,34,1170,29,3160.1,1874,31,1141,28,3074,1274.5,NULL,255,1592.3,4666.3
3,1,1987,1907,38,1226,27,3197.5,1851,35,1196,26,3108,1298.2,NULL,241.9,1596.2,4704.2
2,1,1987,1745,35,1070,24,2874.9,1693,32,1042,23,2790,1160.7,NULL,212.8,1422.3,4212.3
1,1,1987,2102,39,1244,25,3410.8,2038,35,1211,25,3310,1275.7,NULL,215.4,1545,4855
12,1,1986,1971,41,1221,28,3260.9,1900,37,1181,27,3145,1252.2,NULL,248.2,1553.2,4698.2
11,1,1986,1808,37,1117,24,2985.9,1741,32,1086,24,2882,1050.4,NULL,307.1,1400.4,4282.4
10,1,1986,2146,44,1285,30,3505.8,2079,39,1254,30,3402,1255.7,NULL,365.8,1677,5079
9,1,1986,2050,43,1137,30,3258.9,1990,38,1107,29,3163,1241.6,NULL,331.4,1628.8,4791.8
8,1,1986,2076,41,1037,25,3179.6,2020,37,1009,24,3090,1181,NULL,299.4,1528,4618
7,1,1986,2147,45,1063,26,3281.3,2087,41,1034,25,3186,1197.5,NULL,307.6,1554.4,4740.4
6,1,1986,2027,41,1065,24,3156.3,1967,36,1035,23,3062,1194.5,NULL,275.8,1528.2,4590.2
5,1,1986,2109,43,1211,25,3387.7,2047,38,1180,24,3290,1229.1,NULL,236.4,1521,4811
4,1,1986,2110,45,1292,29,3477,2044,41,1261,28,3374,1249.6,NULL,205.2,1515.5,4889.5
3,1,1986,1860,43,1198,32,3133.4,1798,39,1166,31,3033,1115.8,NULL,193.6,1366,4399
2,1,1986,1769,40,1106,27,2941.6,1713,36,1076,26,2852,1087,NULL,175,1310.6,4162.6
1,1,1986,2140,46,1266,31,3481.9,2070,41,1230,30,3371,1211.3,NULL,187.5,1453.7,4824.7
12,1,1985,1855,46,1215,30,3145.4,1774,41,1171,29,3016,1094.1,NULL,210.7,1356,4372
11,1,1985,1812,42,1241,28,3123,1735,37,1206,27,3005,997.8,NULL,282.5,1319.6,4324.6
10,1,1985,2108,46,1358,33,3544,2029,41,1321,32,3422,1252.5,NULL,341.5,1644.2,5066.2
9,1,1985,1985,42,1196,28,3251.6,1917,37,1163,27,3144,1081.9,NULL,288.3,1415.4,4559.4
8,1,1985,2123,41,1210,29,3402,2051,36,1177,28,3291,1198.4,NULL,295.2,1540.5,4831.5
7,1,1985,2059,43,1147,28,3276.7,1993,39,1114,27,3173,1203.3,NULL,271.1,1522.5,4695.5
6,1,1985,1898,37,1125,24,3084.6,1836,33,1095,24,2988,1094.8,NULL,238.5,1376.3,4364.3
5,1,1985,2089,42,1329,29,3487.9,2020,37,1295,28,3380,1221.5,NULL,212.5,1486.7,4866.7
4,1,1985,1936,41,1289,30,3295.1,1868,36,1254,29,3187,1196.6,NULL,177.3,1431.1,4618.1
3,1,1985,1858,40,1232,33,3162.1,1791,35,1198,32,3057,1082.5,NULL,176.4,1311.7,4368.7
2,1,1985,1768,37,1105,28,2938.3,1706,33,1074,27,2839,991.5,NULL,148,1189.5,4028.5
1,1,1985,2066,42,1281,32,3420.5,1989,37,1243,31,3300,1154.9,NULL,157.7,1377.7,4677.7
12,1,1984,1830,39,1220,30,3119,1745,33,1177,30,2984,995.4,NULL,182.8,1230,4214
11,1,1984,1924,43,1326,30,3323.9,1840,37,1286,30,3192,1018.7,NULL,271.7,1338.4,4530.4
10,1,1984,2182,46,1411,33,3671.7,2095,39,1372,32,3537,1212.8,NULL,320.8,1595.6,5132.6
9,1,1984,1904,39,1139,29,3110.8,1831,32,1106,28,2997,1026.1,NULL,255.4,1330.3,4327.3
8,1,1984,2112,44,1175,31,3362,2039,38,1140,30,3248,1210.5,NULL,279.6,1544.9,4792.9
7,1,1984,1936,40,1041,28,3044.7,1865,35,1009,27,2936,1102.7,NULL,242.3,1395.6,4331.6
6,1,1984,1984,38,1156,27,3204.9,1917,31,1123,27,3098,1113.5,NULL,223.6,1393.2,4491.2
5,1,1984,2060,39,1281,31,3410.6,1989,33,1246,31,3299,1184.4,NULL,202.6,1442.4,4741.4
4,1,1984,1776,36,1233,34,3079.4,1708,31,1200,33,2971,1052.2,NULL,163.1,1263.7,4234.7
3,1,1984,1937,40,1338,35,3348.9,1864,34,1301,34,3233,1069,NULL,155.1,1269.6,4502.6
2,1,1984,1859,36,1165,32,3092.2,1785,32,1129,32,2977,984.5,NULL,139,1167.5,4144.5
1,1,1984,1914,39,1235,31,3219.1,1830,33,1194,30,3087,1028.9,NULL,138.1,1209.8,4296.8
12,1,1983,1965,37,1350,30,3383.2,1876,32,1301,30,3238,941.6,NULL,189,1171.8,4409.8
11,1,1983,1935,39,1468,29,3471.8,1839,32,1421,28,3321,937.2,NULL,288.7,1266.1,4587.1
10,1,1983,2062,41,1388,32,3523.1,1966,33,1347,31,3376,1038.4,NULL,281.3,1368.1,4744.1
9,1,1983,2090,38,1273,33,3434.7,2004,32,1236,32,3304,1044.7,NULL,263.7,1357.4,4661.4
8,1,1983,2118,39,1250,33,3439.7,2036,32,1213,32,3314,1113.1,NULL,271.8,1435.1,4749.1
7,1,1983,1807,33,1134,28,3002.3,1735,28,1103,27,2893,977.4,NULL,224.8,1246.8,4139.8
6,1,1983,1970,34,1266,29,3298.7,1892,28,1230,28,3179,1125.2,NULL,231.3,1408.9,4587.9
5,1,1983,1859,32,1243,30,3163.3,1783,27,1208,29,3047,1096.3,NULL,183.7,1329.4,4376.4
4,1,1983,1727,32,1262,30,3051.3,1650,26,1227,29,2933,1054.3,NULL,166.5,1274.8,4207.8
3,1,1983,1892,37,1303,36,3268.7,1808,32,1265,36,3141,1106.2,NULL,182.7,1349,4490
2,1,1983,1707,32,1021,27,2786.7,1632,26,988,26,2673,933.6,NULL,135.5,1116.6,3789.6
1,1,1983,1928,34,1159,30,3150.7,1837,28,1119,29,3013,1021,NULL,144.1,1223.1,4236.1
12,1,1982,5818,110,3638,93,9659,5533,88,3515,91,9225,971.3,NULL,192.7,1222.8,10447.8
11,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929.8,NULL,289.8,1269.6,NULL
10,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1010.4,NULL,276.6,1337.3,NULL
9,1,1982,5730,107,3240,88,9165,5491,86,3139,86,8801,1043.1,NULL,267.7,1363.9,10164.9
8,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1057.2,NULL,265.4,1376.7,NULL
7,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1029.5,NULL,228.3,1305.7,NULL
6,1,1982,5363,99,3550,85,9096.5,5122,81,3443,83,8729,1085.2,NULL,216.2,1360.4,10089.4
5,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1006.1,NULL,164.3,1223.1,NULL
4,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1018,NULL,147.4,1226.7,NULL
3,1,1982,5455,107,3693,90,9345.3,5188,87,3560,89,8924,1052.4,NULL,154.9,1267.4,10191.4
2,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,902.2,NULL,123.3,1074.8,NULL
1,1,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,933.8,NULL,132.2,1117,NULL
12,1,1981,1902,40,1445,30,3416.5,1803,32,1385,29,3249,973.5,NULL,204.2,1232.2,4481.2
11,1,1981,1803,35,1319,27,3184.6,1703,27,1271,26,3027,872.6,NULL,278.3,1193.1,4220.1
10,1,1981,1971,40,1391,31,3433.2,1870,30,1347,30,3278,1033.7,NULL,290.1,1375.9,4653.9
9,1,1981,1892,38,1287,30,3247,1795,28,1241,29,3092,1039.7,NULL,273.1,1365.1,4457.1
8,1,1981,1828,33,1157,25,3043.9,1738,25,1113,24,2901,1003.8,NULL,261.7,1313.9,4214.9
7,1,1981,1821,34,1162,24,3041.2,1736,27,1119,23,2905,1037.4,NULL,250.4,1335.3,4240.3
6,1,1981,1861,32,1201,24,3118.5,1772,25,1156,23,2976,1042.8,NULL,225.7,1323.4,4299.4
5,1,1981,1764,30,1254,24,3071.3,1674,23,1207,23,2927,1025.8,NULL,178.3,1259.3,4186.3
4,1,1981,1813,32,1425,29,3299,1709,26,1371,28,3134,1027,NULL,149.3,1238.1,4372.1
3,1,1981,1900,35,1425,29,3388.6,1791,28,1366,28,3212,1010.7,NULL,136.4,1210.1,4422.1
2,1,1981,1722,30,1235,26,3014,1625,25,1183,25,2858,864.2,NULL,119.6,1036.8,3894.8
1,1,1981,1937,35,1416,29,3416.9,1826,28,1356,29,3239,974.6,NULL,142.1,1175.1,4414.1
12,1,1980,1857,35,1428,28,3348.5,1748,28,1358,27,3161,940.4,NULL,190.8,1182.1,4343.1
11,1,1980,1702,31,1339,24,3097.1,1597,23,1281,23,2925,796.1,NULL,246.3,1084,4009
10,1,1980,2026,38,1485,29,3576.6,1907,30,1429,28,3393,997.2,NULL,276.8,1332.4,4725.4
9,1,1980,1827,33,1335,26,3221.1,1724,25,1285,24,3060,941.8,NULL,244.3,1234,4294
8,1,1980,1773,31,1189,23,3015.9,1680,24,1142,22,2868,913.8,NULL,227,1178.3,4046.3
7,1,1980,1784,31,1232,23,3069.5,1688,24,1181,22,2916,936.3,NULL,240.3,1216.2,4132.2
6,1,1980,1725,30,1312,22,3088.6,1633,22,1257,21,2933,976.2,NULL,206.9,1231.5,4164.5
5,1,1980,1784,29,1471,27,3310.5,1692,23,1411,26,3151,1006.7,NULL,178.4,1239.2,4390.2
4,1,1980,1742,30,1516,28,3315.3,1644,23,1447,27,3141,1009,NULL,143,1215.5,4356.5
3,1,1980,1653,30,1388,28,3099,1560,25,1330,28,2941,920,NULL,127.9,1105.8,4046.8
2,1,1980,1708,28,1288,25,3049.8,1619,23,1234,25,2901,872.7,NULL,109.4,1044.6,3945.6
1,1,1980,1888,33,1450,27,3397.7,1783,26,1386,26,3222,962,NULL,141.2,1169.3,4391.3
