Entity,Code,Year,"Crops - Beans, dry - 176 - Yield - 5419 - hg/ha"
Dominican Republic,DOM,1992,0.9717
Dominican Republic,DOM,1993,0.8861
Dominican Republic,DOM,1994,0.8234
Dominican Republic,DOM,1995,0.779
Dominican Republic,DOM,1996,0.8101
Dominican Republic,DOM,1997,0.7752
Dominican Republic,DOM,1998,0.7315
Dominican Republic,DOM,1999,0.8310000000000001
Dominican Republic,DOM,2000,0.7139
Dominican Republic,DOM,2001,0.75
Dominican Republic,DOM,2002,0.6614
Dominican Republic,DOM,2003,0.7836000000000001
Dominican Republic,DOM,2004,0.7462000000000001
Dominican Republic,DOM,2005,0.7519
Dominican Republic,DOM,2006,0.8299000000000001
Dominican Republic,DOM,2007,0.8468
Dominican Republic,DOM,2008,0.7069000000000001
Dominican Republic,DOM,2009,0.9069
Dominican Republic,DOM,2010,0.9026000000000001
Dominican Republic,DOM,2011,0.8932
Dominican Republic,DOM,2012,0.8968
Dominican Republic,DOM,2013,1.0271000000000001
Dominican Republic,DOM,2014,0.9283
Dominican Republic,DOM,2015,0.885
Dominican Republic,DOM,2016,0.9297000000000001
Dominican Republic,DOM,2017,0.9746
Dominican Republic,DOM,2018,0.9929
Eastern Africa,,1961,0.6934
Eastern Africa,,1962,0.6993
Eastern Africa,,1963,0.7043
Eastern Africa,,1964,0.6954
Eastern Africa,,1965,0.7174
Eastern Africa,,1966,0.7260000000000001
Eastern Africa,,1967,0.7297
Eastern Africa,,1968,0.7034
Eastern Africa,,1969,0.6977
Eastern Africa,,1970,0.6997
Eastern Africa,,1971,0.657
Eastern Africa,,1972,0.7299
Eastern Africa,,1973,0.6436000000000001
Eastern Africa,,1974,0.611
Eastern Africa,,1975,0.7166
Eastern Africa,,1976,0.7316
Eastern Africa,,1977,0.7065
Eastern Africa,,1978,0.6905
Eastern Africa,,1979,0.6878000000000001
Eastern Africa,,1980,0.6447
Eastern Africa,,1981,0.6801
Eastern Africa,,1982,0.6745
Eastern Africa,,1983,0.7191000000000001
Eastern Africa,,1984,0.7096
Eastern Africa,,1985,0.7392000000000001
Eastern Africa,,1986,0.7285
Eastern Africa,,1987,0.7468
Eastern Africa,,1988,0.7434000000000001
Eastern Africa,,1989,0.7322000000000001
Eastern Africa,,1990,0.8162
Eastern Africa,,1991,0.7911
Eastern Africa,,1992,0.7811
Eastern Africa,,1993,0.7434000000000001
Eastern Africa,,1994,0.623
Eastern Africa,,1995,0.6721
Eastern Africa,,1996,0.5903
Eastern Africa,,1997,0.5563
Eastern Africa,,1998,0.6319
Eastern Africa,,1999,0.6353
Eastern Africa,,2000,0.6222
Eastern Africa,,2001,0.6391
Eastern Africa,,2002,0.6381
Eastern Africa,,2003,0.5671
Eastern Africa,,2004,0.5291
Eastern Africa,,2005,0.5388000000000001
Eastern Africa,,2006,0.6061000000000001
Eastern Africa,,2007,0.6589
Eastern Africa,,2008,0.761
Eastern Africa,,2009,0.8202
Eastern Africa,,2010,0.7901
Eastern Africa,,2011,0.8037000000000001
Eastern Africa,,2012,0.7988000000000001
Eastern Africa,,2013,0.8395
Eastern Africa,,2014,0.9293
Eastern Africa,,2015,0.9537
Eastern Africa,,2016,0.9094000000000001
Eastern Africa,,2017,0.9451
Eastern Africa,,2018,0.9366000000000001
Eastern Asia,,1961,0.7212000000000001
Eastern Asia,,1962,0.8219000000000001
Eastern Asia,,1963,0.7928000000000001
Eastern Asia,,1964,0.7913
Eastern Asia,,1965,0.8316
Eastern Asia,,1966,0.7125
Eastern Asia,,1967,0.7481
Eastern Asia,,1968,0.7006
Eastern Asia,,1969,0.7214
Eastern Asia,,1970,0.8397
Eastern Asia,,1971,0.8532000000000001
Eastern Asia,,1972,0.9034000000000001
Eastern Asia,,1973,0.9449000000000001
Eastern Asia,,1974,0.9866
Eastern Asia,,1975,0.9736
Eastern Asia,,1976,0.9600000000000001
Eastern Asia,,1977,0.9591000000000001
Eastern Asia,,1978,1.0915000000000001
Eastern Asia,,1979,1.0009000000000001
Eastern Asia,,1980,0.9881000000000001
Eastern Asia,,1981,0.9875
Eastern Asia,,1982,1.1044
Eastern Asia,,1983,1.0766
Eastern Asia,,1984,1.1696
Eastern Asia,,1985,1.1191
Eastern Asia,,1986,1.0638
Eastern Asia,,1987,1.036
Eastern Asia,,1988,1.2229
Eastern Asia,,1989,1.0187
Eastern Asia,,1990,1.3818000000000001
Eastern Asia,,1991,1.244
Eastern Asia,,1992,1.1762000000000001
Eastern Asia,,1993,1.0143
Eastern Asia,,1994,1.0545
Eastern Asia,,1995,1.0914000000000001
Eastern Asia,,1996,1.2071
Eastern Asia,,1997,1.1778
Eastern Asia,,1998,1.2335
Eastern Asia,,1999,1.3321
Eastern Asia,,2000,1.2801
Eastern Asia,,2001,1.2613
Eastern Asia,,2002,1.3296000000000001
Eastern Asia,,2003,1.4255
Eastern Asia,,2004,1.4001000000000001
Eastern Asia,,2005,1.3629
Eastern Asia,,2006,1.4375
Eastern Asia,,2007,1.3855000000000002
Eastern Asia,,2008,1.499
Eastern Asia,,2009,1.4305
Eastern Asia,,2010,1.3116
Eastern Asia,,2011,1.2161
Eastern Asia,,2012,1.3225
Eastern Asia,,2013,1.3603
Eastern Asia,,2014,1.4567
Eastern Asia,,2015,1.4120000000000001
Eastern Asia,,2016,1.3820000000000001
Eastern Asia,,2017,1.491
Eastern Asia,,2018,1.4889000000000001
Eastern Europe,,1961,0.16770000000000002
Eastern Europe,,1962,0.1287
Eastern Europe,,1963,0.12480000000000001
Eastern Europe,,1964,0.1405
Eastern Europe,,1965,0.1437
Eastern Europe,,1966,0.198
Eastern Europe,,1967,0.1845
Eastern Europe,,1968,0.13390000000000002
Eastern Europe,,1969,0.20420000000000002
Eastern Europe,,1970,0.1859
Eastern Europe,,1971,0.2351
Eastern Europe,,1972,0.20170000000000002
Eastern Europe,,1973,0.2732
Eastern Europe,,1974,0.22940000000000002
Eastern Europe,,1975,0.2412
Eastern Europe,,1976,0.2379
Eastern Europe,,1977,0.3573
Eastern Europe,,1978,0.4017
Eastern Europe,,1979,0.4862
Eastern Europe,,1980,0.38520000000000004
Eastern Europe,,1981,0.5455
Eastern Europe,,1982,0.6697000000000001
Eastern Europe,,1983,0.5746
Eastern Europe,,1984,0.6048
Eastern Europe,,1985,1.4002000000000001
Eastern Europe,,1986,1.0448
Eastern Europe,,1987,0.8305
Eastern Europe,,1988,0.8716
Eastern Europe,,1989,1.0390000000000001
Eastern Europe,,1990,1.0070000000000001
Eastern Europe,,1991,1.3054000000000001
Eastern Europe,,1992,1.1248
Eastern Europe,,1993,1.3978000000000002
Eastern Europe,,1994,1.0602
Eastern Europe,,1995,1.3545
Eastern Europe,,1996,1.1967
Eastern Europe,,1997,1.5065000000000002
Eastern Europe,,1998,1.161
Eastern Europe,,1999,1.088
Eastern Europe,,2000,1.2068
Eastern Europe,,2001,1.548
Eastern Europe,,2002,1.5429000000000002
Eastern Europe,,2003,1.5018
Eastern Europe,,2004,1.6746
Eastern Europe,,2005,1.5124
Eastern Europe,,2006,1.2493
Eastern Europe,,2007,1.3780000000000001
Eastern Europe,,2008,1.7750000000000001
Eastern Europe,,2009,1.8833000000000002
Eastern Europe,,2010,1.6502000000000001
Eastern Europe,,2011,1.9344000000000001
Eastern Europe,,2012,1.9025
Eastern Europe,,2013,1.9371
Eastern Europe,,2014,2.3402000000000003
Eastern Europe,,2015,2.1771000000000003
Eastern Europe,,2016,2.1174
Eastern Europe,,2017,2.3744
Eastern Europe,,2018,1.9035000000000002
Ecuador,ECU,1961,0.5292
Ecuador,ECU,1962,0.4773
Ecuador,ECU,1963,0.5078
Ecuador,ECU,1964,0.441
Ecuador,ECU,1965,0.5757
Ecuador,ECU,1966,0.4469
Ecuador,ECU,1967,0.47640000000000005
Ecuador,ECU,1968,0.41050000000000003
Ecuador,ECU,1969,0.4465
Ecuador,ECU,1970,0.5063
Ecuador,ECU,1971,0.449
Ecuador,ECU,1972,0.41900000000000004
Ecuador,ECU,1973,0.4818
Ecuador,ECU,1974,0.42310000000000003
Ecuador,ECU,1975,0.4173
Ecuador,ECU,1976,0.4711
Ecuador,ECU,1977,0.44070000000000004
Ecuador,ECU,1978,0.4796
Ecuador,ECU,1979,0.5226000000000001
Ecuador,ECU,1980,0.5456
Ecuador,ECU,1981,0.5549000000000001
Ecuador,ECU,1982,0.5599000000000001
Ecuador,ECU,1983,0.5505
Ecuador,ECU,1984,0.5880000000000001
Ecuador,ECU,1985,0.6271
Ecuador,ECU,1986,0.5091
Ecuador,ECU,1987,0.5167
Ecuador,ECU,1988,0.5883
Ecuador,ECU,1989,0.5968
Ecuador,ECU,1990,0.5411
Ecuador,ECU,1991,0.5021
Ecuador,ECU,1992,0.5343
Ecuador,ECU,1993,0.5467000000000001
Ecuador,ECU,1994,0.54
Ecuador,ECU,1995,0.5793
Ecuador,ECU,1996,0.5783
Ecuador,ECU,1997,0.5847
Ecuador,ECU,1998,0.5449
Ecuador,ECU,1999,0.5303
Ecuador,ECU,2000,0.5422
Ecuador,ECU,2001,0.5567
Ecuador,ECU,2002,0.2896
Ecuador,ECU,2003,0.2627
Ecuador,ECU,2004,0.33680000000000004
Ecuador,ECU,2005,0.374
Ecuador,ECU,2006,0.32830000000000004
Ecuador,ECU,2007,0.2508
Ecuador,ECU,2008,0.3225
Ecuador,ECU,2009,0.2484
Ecuador,ECU,2010,0.30920000000000003
Ecuador,ECU,2011,0.2393
Ecuador,ECU,2012,0.2846
Ecuador,ECU,2013,0.32630000000000003
Ecuador,ECU,2014,0.4718
Ecuador,ECU,2015,0.49300000000000005
Ecuador,ECU,2016,0.5687
Ecuador,ECU,2017,0.6433
Ecuador,ECU,2018,0.6274000000000001
Egypt,EGY,1961,1.3684
Egypt,EGY,1962,2.3810000000000002
Egypt,EGY,1963,1.4286
Egypt,EGY,1964,1.7007
Egypt,EGY,1965,1.7316
Egypt,EGY,1966,1.5152
Egypt,EGY,1967,1.5873000000000002
Egypt,EGY,1968,1.7316
Egypt,EGY,1969,1.9481000000000002
Egypt,EGY,1970,1.8312000000000002
Egypt,EGY,1971,2.0405
Egypt,EGY,1972,2.0632
Egypt,EGY,1973,2.0405
Egypt,EGY,1974,1.9605000000000001
Egypt,EGY,1975,2.0233
Egypt,EGY,1976,2.0233
Egypt,EGY,1977,1.9906000000000001
Egypt,EGY,1978,1.9738
Egypt,EGY,1979,2.0275000000000003
Egypt,EGY,1980,2.0289
Egypt,EGY,1981,2.0475000000000003
Egypt,EGY,1982,1.9741000000000002
Egypt,EGY,1983,2.0635
Egypt,EGY,1984,2.1429
Egypt,EGY,1985,2.1739
Egypt,EGY,1986,2.2556000000000003
Egypt,EGY,1987,2.7772
Egypt,EGY,1988,2.2024
Egypt,EGY,1989,2.4091
Egypt,EGY,1990,2.4564
Egypt,EGY,1991,2.5469
Egypt,EGY,1992,2.1177
Egypt,EGY,1993,2.2
Egypt,EGY,1994,2.3988
Egypt,EGY,1995,2.2613000000000003
Egypt,EGY,1996,2.525
Egypt,EGY,1997,2.5263
Egypt,EGY,1998,2.5389
Egypt,EGY,1999,2.8284000000000002
Egypt,EGY,2000,2.9241
Egypt,EGY,2001,2.7931
Egypt,EGY,2002,2.7413000000000003
Egypt,EGY,2003,2.7251000000000003
Egypt,EGY,2004,2.9159
Egypt,EGY,2005,2.9177
Egypt,EGY,2006,2.9682
Egypt,EGY,2007,2.9156
Egypt,EGY,2008,3.0603000000000002
Egypt,EGY,2009,2.8218
Egypt,EGY,2010,2.6904000000000003
Egypt,EGY,2011,2.8855
Egypt,EGY,2012,2.6176
Egypt,EGY,2013,2.652
Egypt,EGY,2014,2.7691000000000003
Egypt,EGY,2015,2.6464000000000003
Egypt,EGY,2016,2.38
Egypt,EGY,2017,2.5431
Egypt,EGY,2018,2.6038
El Salvador,SLV,1961,0.48810000000000003
El Salvador,SLV,1962,0.5578000000000001
El Salvador,SLV,1963,0.5205000000000001
El Salvador,SLV,1964,0.5790000000000001
El Salvador,SLV,1965,0.7035
El Salvador,SLV,1966,0.5850000000000001
El Salvador,SLV,1967,0.6153000000000001
El Salvador,SLV,1968,0.6712
El Salvador,SLV,1969,0.7996000000000001
El Salvador,SLV,1970,0.8272
El Salvador,SLV,1971,0.8647
El Salvador,SLV,1972,0.6886
El Salvador,SLV,1973,0.8308000000000001
El Salvador,SLV,1974,0.6549
El Salvador,SLV,1975,0.7097
El Salvador,SLV,1976,0.7569
El Salvador,SLV,1977,0.6416000000000001
El Salvador,SLV,1978,0.8294
El Salvador,SLV,1979,0.8453
El Salvador,SLV,1980,0.7436
El Salvador,SLV,1981,0.9600000000000001
El Salvador,SLV,1982,0.6869000000000001
El Salvador,SLV,1983,0.7496
El Salvador,SLV,1984,0.8411000000000001
El Salvador,SLV,1985,0.5926
El Salvador,SLV,1986,0.8148000000000001
El Salvador,SLV,1987,0.393
El Salvador,SLV,1988,0.8479
El Salvador,SLV,1989,0.6963
El Salvador,SLV,1990,0.8407
El Salvador,SLV,1991,0.8684000000000001
El Salvador,SLV,1992,0.7825000000000001
El Salvador,SLV,1993,0.8359000000000001
El Salvador,SLV,1994,0.8264
El Salvador,SLV,1995,0.8436
El Salvador,SLV,1996,0.8732000000000001
El Salvador,SLV,1997,0.8135
El Salvador,SLV,1998,0.5971000000000001
El Salvador,SLV,1999,0.8935000000000001
El Salvador,SLV,2000,0.8625
El Salvador,SLV,2001,0.8797
El Salvador,SLV,2002,0.9933000000000001
El Salvador,SLV,2003,0.9953000000000001
El Salvador,SLV,2004,0.9685
El Salvador,SLV,2005,0.761
El Salvador,SLV,2006,1.0385
El Salvador,SLV,2007,0.8761
El Salvador,SLV,2008,0.8825000000000001
El Salvador,SLV,2009,0.7698
El Salvador,SLV,2010,0.6955
El Salvador,SLV,2011,0.6641
El Salvador,SLV,2012,0.9238000000000001
El Salvador,SLV,2013,0.9827
El Salvador,SLV,2014,0.9944000000000001
El Salvador,SLV,2015,0.8458
El Salvador,SLV,2016,0.9710000000000001
El Salvador,SLV,2017,0.9620000000000001
El Salvador,SLV,2018,0.9503
Eritrea,ERI,1993,0.7662
Eritrea,ERI,1994,0.7242000000000001
Eritrea,ERI,1995,0.7275
Eritrea,ERI,1996,0.6989000000000001
Eritrea,ERI,1997,0.6689
Eritrea,ERI,1998,0.6378
Eritrea,ERI,1999,0.7597
Eritrea,ERI,2000,0.49720000000000003
Eritrea,ERI,2001,0.912
Eritrea,ERI,2002,0.0912
Eritrea,ERI,2003,0.0697
Eritrea,ERI,2004,0.19990000000000002
Eritrea,ERI,2005,0.07440000000000001
Eritrea,ERI,2006,0.1315
Eritrea,ERI,2007,0.11750000000000001
Eritrea,ERI,2008,0.0974
Eritrea,ERI,2009,0.09380000000000001
Eritrea,ERI,2010,0.0801
Eritrea,ERI,2011,0.09390000000000001
Eritrea,ERI,2012,0.11570000000000001
Eritrea,ERI,2013,0.1121
Eritrea,ERI,2014,0.1072
Eritrea,ERI,2015,0.11170000000000001
Eritrea,ERI,2016,0.11030000000000001
Eritrea,ERI,2017,0.1097
Eritrea,ERI,2018,0.1106
Estonia,EST,1992,0.36970000000000003
Estonia,EST,1993,2.0423
Estonia,EST,1994,1.493
Estonia,EST,1995,1.8585
Estonia,EST,1996,2.5489
Estonia,EST,1997,2.0322
Estonia,EST,1998,1.7835
Estonia,EST,1999,1.0186
Estonia,EST,2000,1.8096
Estonia,EST,2001,3.5213
Estonia,EST,2002,1.2986
Estonia,EST,2003,0.542
Estonia,EST,2004,0.5505
Estonia,EST,2005,0.2215
Estonia,EST,2006,0.5513
Estonia,EST,2007,1.4167
Estonia,EST,2008,1.4026
Estonia,EST,2009,1.5375
Estonia,EST,2010,1.1324
Estonia,EST,2011,0.8602000000000001
Estonia,EST,2012,0.28400000000000003
Estonia,EST,2013,1.903
Estonia,EST,2014,2.0385
Estonia,EST,2015,3.0109000000000004
Estonia,EST,2016,2.2458
Estonia,EST,2017,0.9517
Estonia,EST,2018,1.01
Eswatini,SWZ,1961,0.4272
Eswatini,SWZ,1962,0.5
Eswatini,SWZ,1963,0.2763
Eswatini,SWZ,1964,0.2705
Eswatini,SWZ,1965,0.33330000000000004
Eswatini,SWZ,1966,0.2778
Eswatini,SWZ,1967,0.2616
Eswatini,SWZ,1968,0.2267
Eswatini,SWZ,1969,0.39230000000000004
Eswatini,SWZ,1970,0.36960000000000004
Eswatini,SWZ,1971,0.3577
Eswatini,SWZ,1972,0.5423
Eswatini,SWZ,1973,0.4093
Eswatini,SWZ,1974,0.541
Eswatini,SWZ,1975,0.7188
Eswatini,SWZ,1976,0.4698
Eswatini,SWZ,1977,0.328
Eswatini,SWZ,1978,0.2717
Eswatini,SWZ,1979,0.993
Eswatini,SWZ,1980,0.28300000000000003
Eswatini,SWZ,1981,0.4994
Eswatini,SWZ,1982,0.1951
Eswatini,SWZ,1983,0.3688
Eswatini,SWZ,1984,0.4701
Eswatini,SWZ,1985,1.4603000000000002
Eswatini,SWZ,1986,0.9900000000000001
Eswatini,SWZ,1987,0.75
Eswatini,SWZ,1988,0.6784
Eswatini,SWZ,1989,0.7642
Eswatini,SWZ,1990,0.1993
Eswatini,SWZ,1991,0.4828
Eswatini,SWZ,1992,0.5
Eswatini,SWZ,1993,0.5714
Eswatini,SWZ,1994,0.6579
Eswatini,SWZ,1995,0.7367
Eswatini,SWZ,1996,0.9091
Eswatini,SWZ,1997,1.1836
Eswatini,SWZ,1998,1.0465
Eswatini,SWZ,1999,0.6444000000000001
Eswatini,SWZ,2000,0.3239
Eswatini,SWZ,2001,0.3158
Eswatini,SWZ,2002,0.31820000000000004
Eswatini,SWZ,2003,0.30060000000000003
Eswatini,SWZ,2004,0.332
Eswatini,SWZ,2005,0.326
Eswatini,SWZ,2006,0.325
Eswatini,SWZ,2007,0.3267
Eswatini,SWZ,2008,0.31970000000000004
Eswatini,SWZ,2009,0.31820000000000004
Eswatini,SWZ,2010,0.3143
Eswatini,SWZ,2011,0.3265
Eswatini,SWZ,2012,0.33330000000000004
Eswatini,SWZ,2013,0.33330000000000004
Eswatini,SWZ,2014,0.2923
Eswatini,SWZ,2015,0.24700000000000003
Eswatini,SWZ,2016,0.5
Eswatini,SWZ,2017,0.5
Eswatini,SWZ,2018,0.2157
Ethiopia,ETH,1993,0.5314
Ethiopia,ETH,1994,0.2492
Ethiopia,ETH,1995,0.34990000000000004
Ethiopia,ETH,1996,1.0784
Ethiopia,ETH,1997,0.9249
Ethiopia,ETH,1998,0.7759
Ethiopia,ETH,1999,0.6696000000000001
Ethiopia,ETH,2000,0.6724
Ethiopia,ETH,2001,0.6262
Ethiopia,ETH,2002,0.4772
Ethiopia,ETH,2003,0.6471
Ethiopia,ETH,2004,0.7144
Ethiopia,ETH,2005,0.877
Ethiopia,ETH,2006,0.8457
Ethiopia,ETH,2007,0.9971000000000001
Ethiopia,ETH,2008,1.0431000000000001
Ethiopia,ETH,2009,1.4872
Ethiopia,ETH,2010,1.4336
Ethiopia,ETH,2011,1.1691
Ethiopia,ETH,2012,1.262
Ethiopia,ETH,2013,1.4011
Ethiopia,ETH,2014,1.5889
Ethiopia,ETH,2015,1.667
Ethiopia,ETH,2016,1.6675
Ethiopia,ETH,2017,1.6569
Ethiopia,ETH,2018,1.7042000000000002
Ethiopia PDR,,1961,0.7001000000000001
Ethiopia PDR,,1962,0.7000000000000001
Ethiopia PDR,,1963,0.7000000000000001
Ethiopia PDR,,1964,0.7101000000000001
Ethiopia PDR,,1965,0.7200000000000001
Ethiopia PDR,,1966,0.6984
Ethiopia PDR,,1967,0.7031000000000001
Ethiopia PDR,,1968,0.6923
Ethiopia PDR,,1969,0.6866
Ethiopia PDR,,1970,0.6812
Ethiopia PDR,,1971,0.6857000000000001
Ethiopia PDR,,1972,0.7162000000000001
Ethiopia PDR,,1973,0.7333000000000001
Ethiopia PDR,,1974,0.6900000000000001
Ethiopia PDR,,1975,0.48090000000000005
Ethiopia PDR,,1976,1.0779
Ethiopia PDR,,1977,0.6465000000000001
Ethiopia PDR,,1978,0.6948000000000001
Ethiopia PDR,,1979,1.328
Ethiopia PDR,,1980,1.3756000000000002
Ethiopia PDR,,1981,0.9341
Ethiopia PDR,,1982,0.46900000000000003
Ethiopia PDR,,1983,0.8445
Ethiopia PDR,,1984,1.0315
Ethiopia PDR,,1985,0.6131
Ethiopia PDR,,1986,0.5126000000000001
Ethiopia PDR,,1987,0.5907
Ethiopia PDR,,1988,0.7070000000000001
Ethiopia PDR,,1989,0.7607
Ethiopia PDR,,1990,0.7387
Ethiopia PDR,,1991,1.3043
Ethiopia PDR,,1992,0.8664000000000001
Europe,,1961,0.2746
Europe,,1962,0.23420000000000002
Europe,,1963,0.2459
Europe,,1964,0.249
Europe,,1965,0.23270000000000002
Europe,,1966,0.3457
Europe,,1967,0.34650000000000003
Europe,,1968,0.32
Europe,,1969,0.38170000000000004
Europe,,1970,0.38230000000000003
Europe,,1971,0.4207
Europe,,1972,0.37560000000000004
Europe,,1973,0.4737
Europe,,1974,0.4228
Europe,,1975,0.4295
Europe,,1976,0.4112
Europe,,1977,0.5102
Europe,,1978,0.5424
Europe,,1979,0.6221
Europe,,1980,0.5293
Europe,,1981,0.6106
Europe,,1982,0.6885
Europe,,1983,0.6445000000000001
Europe,,1984,0.6591
Europe,,1985,0.9867
Europe,,1986,1.0007000000000001
Europe,,1987,0.8796
Europe,,1988,0.9039
Europe,,1989,0.9815
Europe,,1990,0.9273
Europe,,1991,1.0622
Europe,,1992,1.2333
Europe,,1993,1.3421
Europe,,1994,1.2191
Europe,,1995,1.3969
Europe,,1996,1.2894
Europe,,1997,1.5592000000000001
Europe,,1998,1.3484
Europe,,1999,1.3477000000000001
Europe,,2000,1.2536
Europe,,2001,1.6261
Europe,,2002,1.6271
Europe,,2003,1.5461
Europe,,2004,1.7298
Europe,,2005,1.6319000000000001
Europe,,2006,1.3991
Europe,,2007,1.4177
Europe,,2008,1.7716
Europe,,2009,1.9185
Europe,,2010,1.7737
Europe,,2011,1.9227
Europe,,2012,1.8342
Europe,,2013,1.9396
Europe,,2014,2.3267
Europe,,2015,2.4505
Europe,,2016,2.3968000000000003
Europe,,2017,2.5584000000000002
Europe,,2018,1.8944
"Europe, Western",,1961,1.0224
"Europe, Western",,1962,0.996
"Europe, Western",,1963,1.2137
"Europe, Western",,1964,1.0855000000000001
"Europe, Western",,1965,1.1937
"Europe, Western",,1966,1.4661000000000002
"Europe, Western",,1967,1.3177
"Europe, Western",,1968,1.4592
"Europe, Western",,1969,1.3223
"Europe, Western",,1970,1.5516
"Europe, Western",,1971,1.595
"Europe, Western",,1972,1.3451
"Europe, Western",,1973,1.8734000000000002
"Europe, Western",,1974,1.615
"Europe, Western",,1975,1.5464
"Europe, Western",,1976,1.0638
"Europe, Western",,1977,1.9094
"Europe, Western",,1978,1.9684000000000001
"Europe, Western",,1979,2.0901
"Europe, Western",,1980,1.7079
"Europe, Western",,1981,2.0084
"Europe, Western",,1982,2.2324
"Europe, Western",,1983,2.1421
"Europe, Western",,1984,2.1307
"Europe, Western",,1985,2.4785
"Europe, Western",,1986,2.4978000000000002
"Europe, Western",,1987,2.1623
"Europe, Western",,1988,2.3734
"Europe, Western",,1989,2.2291000000000003
"Europe, Western",,1990,2.4381
"Europe, Western",,1991,2.8400000000000003
"Europe, Western",,1992,2.7491000000000003
"Europe, Western",,1993,2.9445
"Europe, Western",,1994,2.2031
"Europe, Western",,1995,2.3247
"Europe, Western",,1996,2.4551000000000003
"Europe, Western",,1997,2.5777
"Europe, Western",,1998,2.474
"Europe, Western",,1999,2.8932
"Europe, Western",,2000,2.9968000000000004
"Europe, Western",,2001,2.9781
"Europe, Western",,2002,3.2208
"Europe, Western",,2003,3.0915000000000004
"Europe, Western",,2004,2.9877000000000002
"Europe, Western",,2005,3.0229000000000004
"Europe, Western",,2006,2.4405
"Europe, Western",,2007,2.733
"Europe, Western",,2008,2.5663
"Europe, Western",,2009,2.8365
"Europe, Western",,2010,2.6801
"Europe, Western",,2011,2.519
"Europe, Western",,2012,2.392
"Europe, Western",,2013,2.2396000000000003
"Europe, Western",,2014,2.3423000000000003
"Europe, Western",,2015,2.5627
"Europe, Western",,2016,2.3791
"Europe, Western",,2017,2.6875
"Europe, Western",,2018,2.1926
European Union,,1961,0.2808
European Union,,1962,0.22390000000000002
European Union,,1963,0.2432
European Union,,1964,0.2396
European Union,,1965,0.2308
European Union,,1966,0.2781
European Union,,1967,0.27440000000000003
European Union,,1968,0.2518
European Union,,1969,0.3024
European Union,,1970,0.2992
European Union,,1971,0.3306
European Union,,1972,0.2934
European Union,,1973,0.3582
European Union,,1974,0.3156
European Union,,1975,0.33580000000000004
European Union,,1976,0.3144
European Union,,1977,0.37310000000000004
European Union,,1978,0.4404
European Union,,1979,0.5143
European Union,,1980,0.43260000000000004
European Union,,1981,0.5326000000000001
European Union,,1982,0.5965
European Union,,1983,0.4995
European Union,,1984,0.5218
European Union,,1985,0.8508
European Union,,1986,1.0094
European Union,,1987,0.8397
European Union,,1988,0.8511000000000001
European Union,,1989,0.9064000000000001
European Union,,1990,0.9382
European Union,,1991,1.063
European Union,,1992,1.0570000000000002
European Union,,1993,1.222
European Union,,1994,1.1295
European Union,,1995,1.3210000000000002
European Union,,1996,1.1275
European Union,,1997,1.3974
European Union,,1998,1.4775
European Union,,1999,1.5450000000000002
European Union,,2000,1.2142000000000002
European Union,,2001,1.6743000000000001
European Union,,2002,1.6346
European Union,,2003,1.5622
European Union,,2004,1.498
European Union,,2005,1.3004
European Union,,2006,1.1237000000000001
European Union,,2007,1.241
European Union,,2008,1.4098000000000002
European Union,,2009,1.6171
European Union,,2010,1.7164000000000001
European Union,,2011,1.7229
European Union,,2012,1.6465
European Union,,2013,1.8881000000000001
European Union,,2014,2.1885
European Union,,2015,2.6364
European Union,,2016,2.7853000000000003
European Union,,2017,2.9004000000000003
European Union,,2018,1.9488
France,FRA,1961,0.9076000000000001
France,FRA,1962,0.8428
France,FRA,1963,1.084
France,FRA,1964,0.9134
France,FRA,1965,1.05
France,FRA,1966,1.3729
France,FRA,1967,1.0112
France,FRA,1968,1.3405
France,FRA,1969,1.1518000000000002
France,FRA,1970,1.3197
France,FRA,1971,1.2921
France,FRA,1972,1.2724
France,FRA,1973,1.5989
France,FRA,1974,1.2028
France,FRA,1975,1.1688
France,FRA,1976,0.8974000000000001
France,FRA,1977,1.7142000000000002
France,FRA,1978,1.7615
France,FRA,1979,1.7368000000000001
France,FRA,1980,1.6111
France,FRA,1981,1.75
France,FRA,1982,1.8824
France,FRA,1983,1.75
France,FRA,1984,1.7283000000000002
France,FRA,1985,1.9101000000000001
France,FRA,1986,1.8824
France,FRA,1987,1.8571000000000002
France,FRA,1988,1.973
France,FRA,1989,1.6667
France,FRA,1990,1.3058
France,FRA,1991,1.55
France,FRA,1992,1.8001
France,FRA,1993,2.0979
France,FRA,1994,2.0932
France,FRA,1995,2.2537000000000003
France,FRA,1996,2.2411000000000003
France,FRA,1997,2.226
France,FRA,1998,2.2742
France,FRA,1999,2.8622
France,FRA,2000,3.0457
France,FRA,2001,2.8394
France,FRA,2002,2.8492
France,FRA,2003,2.8916
France,FRA,2004,2.5291
France,FRA,2005,2.7983000000000002
France,FRA,2006,2.6453
France,FRA,2007,2.5334000000000003
France,FRA,2008,2.5731
France,FRA,2009,2.5521000000000003
France,FRA,2010,2.2626
France,FRA,2011,2.1408
France,FRA,2012,2.0587
France,FRA,2013,1.8627
France,FRA,2014,1.927
France,FRA,2015,2.1636
France,FRA,2016,2.1247000000000003
France,FRA,2017,2.4136
France,FRA,2018,2.2141
Georgia,GEO,1992,0.6316
Georgia,GEO,1993,0.5714
Georgia,GEO,1994,0.7652
Georgia,GEO,1995,1.1172
Georgia,GEO,1996,1.6953
